engineio.server, 837, 2022-09-15 20:52:32,837, d9be6e61f38449c1a33eb279abb5051b: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 840, 2022-09-15 20:52:32,840, 54702d5c3bf5491e80a25108c4ecb424: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 845, 2022-09-15 20:52:32,845, received event "joined" from 54702d5c3bf5491e80a25108c4ecb424 [/chat], INFO
socketio.server, 846, 2022-09-15 20:52:32,846, 54702d5c3bf5491e80a25108c4ecb424 is entering room room [/chat], INFO
socketio.server, 847, 2022-09-15 20:52:32,847, emitting event "status" to room [/chat], INFO
engineio.server, 847, 2022-09-15 20:52:32,847, d9be6e61f38449c1a33eb279abb5051b: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 848, 2022-09-15 20:52:32,848, 54702d5c3bf5491e80a25108c4ecb424: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 849, 2022-09-15 20:52:32,849, 54702d5c3bf5491e80a25108c4ecb424: Received request to upgrade to websocket, INFO
engineio.server, 851, 2022-09-15 20:52:32,851, d9be6e61f38449c1a33eb279abb5051b: Upgrade to websocket successful, INFO
engineio.server, 861, 2022-09-15 20:52:32,861, 54702d5c3bf5491e80a25108c4ecb424: Upgrade to websocket successful, INFO
engineio.server, 268, 2022-09-15 20:52:34,268, 2c929f6dcb484434be2007713c1b3148: Sending packet OPEN data {'sid': '2c929f6dcb484434be2007713c1b3148', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 271, 2022-09-15 20:52:34,271, 2c929f6dcb484434be2007713c1b3148: Sending packet MESSAGE data 0, INFO
engineio.server, 282, 2022-09-15 20:52:34,282, 2c929f6dcb484434be2007713c1b3148: Received packet MESSAGE data 0/chat, INFO
engineio.server, 283, 2022-09-15 20:52:34,283, 2c929f6dcb484434be2007713c1b3148: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 291, 2022-09-15 20:52:34,291, 2c929f6dcb484434be2007713c1b3148: Received request to upgrade to websocket, INFO
engineio.server, 302, 2022-09-15 20:52:34,302, 2c929f6dcb484434be2007713c1b3148: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 302, 2022-09-15 20:52:34,302, received event "joined" from 2c929f6dcb484434be2007713c1b3148 [/chat], INFO
socketio.server, 303, 2022-09-15 20:52:34,303, 2c929f6dcb484434be2007713c1b3148 is entering room room [/chat], INFO
socketio.server, 303, 2022-09-15 20:52:34,303, emitting event "status" to room [/chat], INFO
engineio.server, 304, 2022-09-15 20:52:34,304, d9be6e61f38449c1a33eb279abb5051b: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 304, 2022-09-15 20:52:34,304, 54702d5c3bf5491e80a25108c4ecb424: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 304, 2022-09-15 20:52:34,304, 2c929f6dcb484434be2007713c1b3148: Sending packet MESSAGE data 2/chat,["status",{"msg":"client\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 310, 2022-09-15 20:52:34,310, 2c929f6dcb484434be2007713c1b3148: Upgrade to websocket successful, INFO
engineio.server, 799, 2022-09-15 20:52:58,799, 54702d5c3bf5491e80a25108c4ecb424: Received packet PING data None, INFO
engineio.server, 800, 2022-09-15 20:52:58,800, 54702d5c3bf5491e80a25108c4ecb424: Sending packet PONG data None, INFO
engineio.server, 801, 2022-09-15 20:52:58,801, d9be6e61f38449c1a33eb279abb5051b: Received packet PING data None, INFO
engineio.server, 802, 2022-09-15 20:52:58,802, d9be6e61f38449c1a33eb279abb5051b: Sending packet PONG data None, INFO
engineio.server, 282, 2022-09-15 20:52:59,282, 2c929f6dcb484434be2007713c1b3148: Received packet PING data None, INFO
engineio.server, 283, 2022-09-15 20:52:59,283, 2c929f6dcb484434be2007713c1b3148: Sending packet PONG data None, INFO
engineio.server, 294, 2022-09-15 20:53:24,294, 2c929f6dcb484434be2007713c1b3148: Received packet PING data None, INFO
engineio.server, 296, 2022-09-15 20:53:24,296, 2c929f6dcb484434be2007713c1b3148: Sending packet PONG data None, INFO
engineio.server, 792, 2022-09-15 20:53:24,792, d9be6e61f38449c1a33eb279abb5051b: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 20:53:24,793, d9be6e61f38449c1a33eb279abb5051b: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 20:53:24,794, 54702d5c3bf5491e80a25108c4ecb424: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 20:53:24,795, 54702d5c3bf5491e80a25108c4ecb424: Sending packet PONG data None, INFO
